File,Access,Account,Alert,Click,Confidential,Fradulent,Indefinite,Information,Notification,Password,Please,Provide,Request,Update,Upgrade,Verb %,Verify,Result 
phishing3\381.eml,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,20.73,0,1
phishing3\382.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.78,0,1
phishing3\383.eml,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,21.62,0,1
phishing3\384.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.25,0,1
phishing3\385.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.76,0,1
phishing3\386.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.4,0,1
phishing3\387.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.24,0,1
phishing3\388.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,0,1
phishing3\389.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.59,0,1
phishing3\39.eml,0,2,0,1,0,0,0,1,0,0,1,1,0,0,0,22.49,0,1
phishing3\390.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0,1
phishing3\391.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.51,0,1
phishing3\392.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1
phishing3\393.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.62,0,1
phishing3\394.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.43,0,1
phishing3\395.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.29,0,1
phishing3\396.eml,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27.27,0,1
phishing3\397.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.69,0,1
phishing3\398.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.12,0,1
phishing3\399.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.87,0,1
phishing3\4.eml,2,4,0,2,0,0,0,3,0,0,3,1,0,2,0,20.95,0,1
phishing3\40.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0,1
phishing3\400.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6,0,1
phishing3\401.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.33,0,1
phishing3\402.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.65,0,1
phishing3\403.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.88,0,1
phishing3\404.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30.61,0,1
phishing3\405.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.81,0,1
phishing3\406.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.21,0,1
phishing3\407.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.61,0,1
phishing3\408.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.61,0,1
phishing3\409.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.05,0,1
phishing3\410.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.47,0,1
phishing3\411.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,1
phishing3\412.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.56,0,1
phishing3\413.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.49,0,1
phishing3\414.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.31,0,1
phishing3\415.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,1
phishing3\416.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.84,0,1
phishing3\417.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.39,0,1
phishing3\418.eml,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.86,0,1
phishing3\419.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1
phishing3\42.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1
phishing3\420.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,0,1
phishing3\421.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.13,0,1
phishing3\422.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.63,0,1
phishing3\423.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.42,0,1
phishing3\424.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.53,0,1
phishing3\425.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.95,0,1
phishing3\426.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.66,0,1
phishing3\427.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1
phishing3\428.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.61,0,1
phishing3\429.eml,1,9,0,1,0,0,0,2,0,0,1,0,1,0,0,20.97,1,1
phishing3\43.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1
phishing3\430.eml,0,3,0,2,0,0,0,1,0,0,3,1,1,0,0,22.48,0,1
phishing3\431.eml,4,8,0,1,0,0,0,3,0,0,2,0,0,0,2,15.38,0,1
phishing3\432.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.08,0,1
phishing3\433.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.4,0,1
phishing3\434.eml,4,8,0,1,0,0,0,3,0,0,2,0,0,0,2,15.38,0,1
phishing3\436.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1
phishing3\437.eml,0,3,0,1,0,0,0,1,0,3,0,0,0,1,0,22.11,0,1
phishing3\438.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.14,0,1
phishing3\439.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,0,1
phishing3\44.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1
phishing3\440.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.74,0,1
phishing3\442.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1
phishing3\443.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0,1
phishing3\444.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.45,0,1
phishing3\445.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.15,0,1
phishing3\446.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20.0,0,1
phishing3\447.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.96,0,1
phishing3\448.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.56,0,1
phishing3\449.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.37,0,1
phishing3\45.eml,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,19.74,0,1
phishing3\450.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0,1
phishing3\451.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.23,0,1
phishing3\452.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.85,0,1
phishing3\453.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.63,0,1
phishing3\454.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0,1
phishing3\455.eml,8,11,0,0,2,0,0,5,0,0,2,3,0,0,0,20.42,0,1
phishing3\456.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.99,0,1
phishing3\457.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.84,0,1
phishing3\458.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.75,0,1
phishing3\459.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1
phishing3\46.eml,1,7,0,1,0,0,1,4,0,0,3,2,0,4,0,19.13,0,1
phishing3\460.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.09,0,1
phishing3\461.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.69,0,1
phishing3\462.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.15,0,1
phishing3\463.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.47,0,1
phishing3\464.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,1
phishing3\465.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.82,0,1
phishing3\466.eml,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,37.74,0,1
phishing3\467.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,0,1
phishing3\468.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1
phishing3\469.eml,0,3,0,2,0,0,0,1,0,0,3,1,1,0,0,23.26,0,1
phishing3\47.eml,1,7,0,2,0,1,0,7,1,4,3,1,0,6,0,16.03,0,1
phishing3\470.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,0,1
phishing3\471.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.67,0,1
phishing3\472.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1
phishing3\473.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1
phishing3\474.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.14,0,1
phishing3\475.eml,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,12.5,0,1
phishing3\476.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.25,0,1
phishing3\477.eml,0,0,0,2,0,0,0,0,2,0,2,0,0,2,0,16.07,0,1
phishing3\478.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,1
phishing3\479.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,1
phishing3\48.eml,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,16.13,0,1
phishing3\480.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76,0,1
phishing3\481.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,14.46,0,1
phishing3\482.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,12.35,0,1
phishing3\483.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,15.56,0,1
phishing3\484.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,13.95,0,1
phishing3\485.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,13.95,0,1
phishing3\486.eml,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,15.85,0,1
phishing3\487.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76,0,1
phishing3\488.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,14.63,0,1
phishing3\489.eml,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,17.86,0,1
phishing3\49.eml,3,9,0,0,0,0,0,3,0,0,2,0,1,0,0,18.81,1,1
phishing3\490.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,3,0,15.58,0,1
phishing3\491.eml,0,1,0,1,0,0,0,2,0,0,1,1,0,0,0,17.72,0,1
phishing3\492.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,10.53,0,1
phishing3\493.eml,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,15.66,0,1
phishing3\494.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,1
phishing3\495.eml,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,14.44,0,1
phishing3\496.eml,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,15.56,0,1
phishing3\497.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,0,1
phishing3\498.eml,0,6,0,2,0,0,0,0,0,0,2,0,0,0,0,21.9,0,1
phishing3\499.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1
phishing3\5.eml,0,2,0,1,0,0,0,7,0,0,2,0,0,4,0,24.55,0,1
phishing3\50.eml,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,16.13,0,1
phishing3\500.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.26,0,1
phishing3\501.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1
phishing3\502.eml,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,15.05,0,1
phishing3\503.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,1
phishing3\504.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,1
phishing3\505.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,1
phishing3\506.eml,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,15.12,0,1
phishing3\507.eml,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,15.0,0,1
phishing3\508.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,2,0,13.98,0,1
phishing3\509.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,10.71,0,1
phishing3\51.eml,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,18.0,0,1
phishing3\510.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,13.1,0,1
phishing3\511.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,12.2,0,1
phishing3\512.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,13.92,0,1
phishing3\513.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,11.9,0,1
phishing3\514.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,9.3,0,1
phishing3\515.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,12.2,0,1
phishing3\516.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,9.2,0,1
phishing3\517.eml,1,6,0,1,0,0,0,1,0,0,1,0,0,0,0,17.65,0,1
phishing3\518.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,14.12,0,1
phishing3\519.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,15.79,0,1
phishing3\52.eml,0,2,0,1,0,0,0,1,0,0,1,1,0,0,0,22.49,0,1
phishing3\520.eml,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,18.28,0,1
phishing3\521.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,2,0,9.52,0,1
phishing3\522.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,12.77,0,1
phishing3\523.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,12.77,0,1
phishing3\524.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,11.36,0,1
phishing3\525.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,10.87,0,1
phishing3\526.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,11.24,0,1
phishing3\527.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,2,0,9.57,0,1
phishing3\528.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,10.71,0,1
phishing3\529.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,8.43,0,1
phishing3\53.eml,4,16,0,2,0,0,0,1,0,0,2,0,0,0,0,19.12,1,1
phishing3\530.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,12.64,0,1
phishing3\531.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,11.76,0,1
phishing3\532.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,8.99,0,1
phishing3\533.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,10.84,0,1
phishing3\534.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,9.09,0,1
phishing3\535.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,11.84,0,1
phishing3\536.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,7.95,0,1
phishing3\537.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,12.77,0,1
phishing3\538.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,1
phishing3\539.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,1
phishing3\54.eml,2,9,0,1,0,1,1,3,0,0,1,0,1,0,0,17.62,0,1
phishing3\540.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,13.92,0,1
phishing3\541.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,7.69,0,1
phishing3\542.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,12.79,0,1
phishing3\543.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,8.89,0,1
phishing3\544.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,13.25,0,1
phishing3\545.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,10.59,0,1
phishing3\546.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,12.33,0,1
phishing3\547.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,12.35,0,1
phishing3\548.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,9.3,0,1
phishing3\549.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,9.57,0,1
phishing3\55.eml,1,3,0,1,0,0,0,5,0,0,1,1,0,2,0,16.08,0,1
phishing3\550.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,13.95,0,1
phishing3\551.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,8.51,0,1
phishing3\552.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,8.43,0,1
phishing3\553.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,14.47,0,1
phishing3\554.eml,0,1,0,1,0,0,0,3,0,0,2,0,0,6,0,17.91,0,1
phishing3\555.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,8.33,0,1
phishing3\556.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,12.82,0,1
phishing3\557.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,10.42,0,1
phishing3\558.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,12.79,0,1
phishing3\559.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,9.2,0,1
phishing3\56.eml,2,11,0,1,0,0,0,1,0,0,2,0,0,0,0,15.87,0,1
phishing3\560.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,12.66,0,1
phishing3\561.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,11.63,0,1
phishing3\562.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,13.58,0,1
phishing3\563.eml,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,13.01,2,1
phishing3\564.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,13.1,0,1
phishing3\565.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,9.89,0,1
phishing3\566.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,10.84,0,1
phishing3\567.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,13.58,0,1
phishing3\568.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,2,0,12.79,0,1
phishing3\569.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,8.24,0,1
phishing3\57.eml,1,8,0,1,0,0,0,0,1,0,2,0,1,1,0,23.88,1,1
phishing3\570.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,2,0,12.5,0,1
phishing3\571.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,9.78,0,1
phishing3\572.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,10.26,0,1
phishing3\573.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,13.75,0,1
phishing3\574.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,9.41,0,1
phishing3\575.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,12.33,0,1
phishing3\576.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,10.96,0,1
phishing3\577.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,12.64,0,1
phishing3\578.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,8.33,0,1
phishing3\579.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,11.59,0,1
phishing3\58.eml,0,4,0,0,0,1,0,0,1,1,2,0,0,0,0,25.0,0,1
phishing3\580.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,3,0,10.81,0,1
phishing3\581.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,13.25,0,1
phishing3\582.eml,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,16.67,0,1
phishing3\583.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,8.89,0,1
phishing3\584.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,10.59,0,1
phishing3\585.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,10.59,0,1
phishing3\586.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,13.1,0,1
phishing3\587.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,10.0,0,1
phishing3\588.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,10.23,0,1
phishing3\589.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,11.63,0,1
phishing3\590.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,13.95,0,1
phishing3\591.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,10.71,0,1
phishing3\592.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,8.7,0,1
phishing3\593.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,9.76,0,1
phishing3\594.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,12.5,0,1
phishing3\595.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,11.54,0,1
phishing3\596.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,12.16,0,1
phishing3\597.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,9.2,0,1
phishing3\598.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,9.89,0,1
phishing3\599.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,14.86,0,1
phishing3\6.eml,0,4,0,0,0,1,0,0,1,1,2,0,0,0,0,25.0,0,1
phishing3\60.eml,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,18.99,0,1
phishing3\600.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,9.89,0,1
phishing3\601.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,11.63,0,1
phishing3\602.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,12.5,0,1
phishing3\603.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,8.75,0,1
phishing3\604.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,12.94,0,1
phishing3\605.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,9.88,0,1
phishing3\606.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,13.92,0,1
phishing3\607.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,10.99,0,1
phishing3\608.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,3,0,9.78,0,1
phishing3\609.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,10.87,0,1
phishing3\61.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49,0,1
phishing3\610.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,10.87,0,1
phishing3\611.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,13.58,0,1
phishing3\612.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,2,0,8.33,0,1
phishing3\613.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,13.41,0,1
phishing3\614.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,10.0,0,1
phishing3\615.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,8.6,0,1
phishing3\616.eml,1,5,0,1,0,0,0,2,0,1,2,0,0,0,0,17.91,0,1
phishing3\617.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,11.54,0,1
phishing3\618.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,11.39,0,1
phishing3\619.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,11.11,0,1
phishing3\62.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49,0,1
phishing3\620.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,10.0,0,1
phishing3\621.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,8.86,0,1
phishing3\622.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,11.63,0,1
phishing3\623.eml,1,0,0,1,0,0,0,0,0,0,2,0,1,1,0,12.12,0,1
phishing3\624.eml,1,0,0,1,0,0,0,0,0,0,2,0,1,1,0,8.57,0,1
phishing3\625.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,2,0,10.64,0,1
phishing3\626.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,2,0,13.75,0,1
phishing3\627.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,3,0,11.69,0,1
phishing3\628.eml,1,0,0,1,0,0,0,0,0,0,2,0,1,1,0,11.94,0,1
phishing3\629.eml,1,0,0,1,0,0,0,0,0,0,2,0,1,1,0,11.27,0,1
phishing3\63.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49,0,1
phishing3\630.eml,2,2,0,0,0,0,0,0,0,0,2,0,2,0,0,12.38,0,1
phishing3\631.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,2,0,11.11,0,1
phishing3\632.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,2,0,10.87,0,1
phishing3\633.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,2,0,10.87,0,1
phishing3\634.eml,1,0,0,1,0,0,0,0,0,0,2,0,1,1,0,11.76,0,1
phishing3\635.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,13.75,0,1
phishing3\636.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,5,0,12.5,0,1
phishing3\637.eml,1,0,0,1,0,0,0,0,0,0,2,0,1,0,0,12.68,0,1
phishing3\638.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,2,0,10.23,0,1
phishing3\639.eml,1,0,0,1,0,0,0,0,0,0,2,0,1,0,0,14.08,0,1
phishing3\64.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49,0,1
phishing3\640.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,12.2,0,1
phishing3\641.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,3,0,8.89,0,1
phishing3\642.eml,1,0,0,1,0,0,0,0,0,0,2,0,1,0,0,10.14,0,1
phishing3\643.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,2,0,13.41,0,1
phishing3\644.eml,1,0,0,1,0,0,0,0,0,0,2,0,1,0,0,11.11,0,1
phishing3\645.eml,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,15.48,0,1
