File,Access,Account,Alert,Click,Confidential,Fradulent,Indefinite,Information,Notification,Password,Please,Provide,Request,Update,Upgrade,Verify,Verb %,Noun %,Adjective %,Adverb %,Result 
phishing_set_6\1213.eml,2,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,17.39,55.43,14.13,8.7,1
phishing_set_6\1214.eml,2,2,0,0,0,1,0,0,0,2,2,0,0,0,0,0,20.24,45.24,22.62,7.14,1
phishing_set_6\1215.eml,0,1,0,1,0,0,0,2,0,0,2,1,0,0,0,0,15.79,58.77,21.05,2.63,1
phishing_set_6\1216.eml,0,1,0,1,0,0,0,2,0,0,2,1,0,0,0,0,15.79,58.77,21.05,2.63,1
phishing_set_6\1217.eml,6,14,0,2,0,0,0,3,0,0,4,1,0,0,0,1,19.75,57.41,17.28,3.7,1
phishing_set_6\1218.eml,0,3,0,0,0,0,0,3,0,0,3,2,2,0,0,0,19.86,51.77,19.86,4.96,1
phishing_set_6\1219.eml,0,1,0,1,0,0,0,2,0,0,2,1,0,0,0,0,15.79,58.77,21.05,2.63,1
phishing_set_6\1220.eml,0,1,0,1,0,0,0,2,0,0,2,1,0,0,0,0,15.79,58.77,21.05,2.63,1
phishing_set_6\1221.eml,0,1,0,1,0,0,0,1,2,0,1,0,0,0,0,0,18.31,59.15,15.49,1.41,1
phishing_set_6\1222.eml,1,6,0,1,0,0,0,1,0,0,1,0,0,1,0,0,25.0,55.77,15.38,3.85,1
phishing_set_6\1223.eml,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,18.42,60.53,21.05,0.0,1
phishing_set_6\1224.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.49,47.06,15.69,7.84,1
phishing_set_6\1225.eml,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,17.65,55.29,19.41,7.06,1
phishing_set_6\1226.eml,5,15,0,1,0,0,0,3,0,0,2,0,0,0,0,0,19.73,48.98,24.49,2.72,1
phishing_set_6\1227.eml,2,7,0,2,0,0,0,8,0,2,2,0,0,4,0,0,13.82,59.87,20.39,3.95,1
phishing_set_6\1228.eml,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,21.11,57.22,15.0,2.78,1
phishing_set_6\1229.eml,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,21.23,56.42,15.64,2.79,1
phishing_set_6\1230.eml,0,5,0,1,0,0,0,2,1,0,2,0,0,7,0,0,18.6,56.98,19.77,3.49,1
phishing_set_6\1231.eml,0,5,0,1,0,0,0,2,1,0,2,0,0,7,0,0,18.6,56.98,19.77,3.49,1
phishing_set_6\1232.eml,0,5,0,1,0,0,0,2,1,0,2,0,0,7,0,0,18.6,56.98,19.77,3.49,1
phishing_set_6\1233.eml,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,21.23,56.42,15.64,2.79,1
phishing_set_6\1234.eml,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,19.89,58.56,16.57,2.21,1
phishing_set_6\1235.eml,1,5,0,1,0,0,0,3,0,0,1,1,1,0,0,0,17.46,61.11,13.49,3.97,1
phishing_set_6\1236.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.62,35.14,27.03,9.46,1
phishing_set_6\1237.eml,1,4,0,1,0,0,0,5,0,0,2,1,1,1,0,0,14.66,63.79,13.79,3.45,1
phishing_set_6\1238.eml,1,4,0,1,0,0,0,5,0,0,2,1,1,1,0,0,14.66,63.79,13.79,3.45,1
phishing_set_6\1239.eml,0,4,0,2,0,0,0,5,2,0,3,0,0,2,0,0,16.85,60.67,15.73,4.49,1
phishing_set_6\1240.eml,0,5,0,1,0,0,0,2,0,0,2,0,0,7,0,0,15.85,57.32,21.95,3.66,1
phishing_set_6\1241.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20.4,56.72,17.91,2.49,1
phishing_set_6\1242.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.93,55.56,18.52,0.0,1
phishing_set_6\1243.eml,0,5,0,1,0,0,0,2,0,0,2,0,0,7,0,0,15.66,56.63,21.69,4.82,1
phishing_set_6\1244.eml,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,21.18,55.17,16.26,3.45,1
phishing_set_6\1245.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.39,35.82,23.88,13.43,1
phishing_set_6\1246.eml,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,2,17.54,66.67,10.53,0.0,1
phishing_set_6\1247.eml,0,12,0,0,0,0,0,6,0,0,4,0,0,0,0,3,19.01,56.34,18.31,5.63,1
phishing_set_6\1248.eml,0,12,0,0,0,0,0,6,0,0,4,0,0,0,0,3,19.01,56.34,18.31,5.63,1
phishing_set_6\1249.eml,0,5,0,0,0,3,0,3,1,0,2,0,0,1,0,2,24.76,49.52,20.0,3.81,1
phishing_set_6\1250.eml,2,4,0,0,0,0,0,1,0,0,1,1,0,0,0,1,21.88,54.69,20.31,3.12,1
phishing_set_6\1252.eml,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,20.54,56.76,15.14,3.78,1
phishing_set_6\1254.eml,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,20.54,56.76,15.14,3.78,1
phishing_set_6\1255.eml,0,1,0,1,0,0,0,3,0,0,2,0,0,6,0,0,17.19,54.69,23.44,3.12,1
phishing_set_6\1256.eml,0,6,0,1,0,0,0,1,1,0,2,0,0,6,0,0,20.63,49.21,25.4,3.17,1
phishing_set_6\1257.eml,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,20.54,56.76,15.14,3.78,1
phishing_set_6\1258.eml,5,14,0,1,0,0,0,3,0,0,2,0,0,0,0,0,20.69,48.97,23.45,2.76,1
phishing_set_6\1259.eml,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,18.92,58.92,17.3,2.16,1
phishing_set_6\1262.eml,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,18.09,59.04,18.09,2.13,1
phishing_set_6\1263.eml,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,18.92,58.92,17.3,2.16,1
phishing_set_6\1264.eml,1,4,4,2,0,0,0,3,0,0,3,0,0,1,0,0,22.81,59.65,13.16,1.75,1
phishing_set_6\1265.eml,1,4,4,2,0,0,0,3,0,0,3,0,0,1,0,0,22.81,59.65,13.16,1.75,1
phishing_set_6\1266.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,46.43,14.29,8.93,1
phishing_set_6\1267.eml,0,6,0,2,0,0,0,1,0,0,2,0,0,4,0,0,20.69,59.77,16.09,2.3,1
phishing_set_6\1268.eml,0,1,0,1,0,0,0,3,0,0,2,0,0,6,0,0,18.75,56.25,20.31,3.12,1
phishing_set_6\1269.eml,0,3,5,1,0,0,0,0,0,0,2,0,0,1,0,0,15.52,58.62,15.52,2.59,1
phishing_set_6\1270.eml,4,8,0,1,0,0,0,3,0,0,2,0,0,0,2,0,15.79,57.89,18.42,3.95,1
phishing_set_6\1271.eml,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,18.92,58.92,17.3,2.16,1
phishing_set_6\1272.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21.18,53.69,18.23,2.46,1
phishing_set_6\1273.eml,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,18.92,58.92,17.3,2.16,1
phishing_set_6\1274.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21.18,53.69,18.23,2.46,1
phishing_set_6\1275.eml,10,12,0,0,0,0,0,2,0,0,2,1,0,0,0,0,16.1,61.02,16.1,3.39,1
phishing_set_6\1276.eml,0,4,0,1,0,2,0,2,0,0,1,0,0,0,1,1,19.23,53.85,15.38,7.69,1
phishing_set_6\1277.eml,0,4,0,0,0,0,0,2,1,0,2,0,0,3,0,0,19.48,53.25,20.78,2.6,1
phishing_set_6\1278.eml,0,4,0,0,0,0,0,2,1,0,2,0,0,3,0,0,19.48,53.25,20.78,2.6,1
phishing_set_6\1279.eml,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,20.69,56.16,17.24,2.96,1
phishing_set_6\1280.eml,0,3,0,1,1,0,0,1,0,0,1,0,1,0,0,0,14.89,59.57,21.28,4.26,1
phishing_set_6\1281.eml,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,20.69,56.16,17.24,2.96,1
phishing_set_6\1282.eml,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,18.92,58.92,17.3,2.16,1
phishing_set_6\1283.eml,2,7,0,2,0,0,0,8,0,2,2,0,0,4,0,0,15.54,63.51,14.19,4.05,1
phishing_set_6\1284.eml,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,20.69,56.16,17.24,2.96,1
phishing_set_6\1285.eml,1,10,0,2,0,0,0,2,0,0,2,1,2,0,0,0,17.69,55.38,19.23,5.38,1
phishing_set_6\1286.eml,1,10,0,2,0,0,0,2,0,0,2,1,2,0,0,0,17.69,55.38,19.23,5.38,1
phishing_set_6\1287.eml,0,5,2,0,0,1,1,1,1,1,1,0,0,0,0,0,24.64,49.28,15.94,2.9,1
phishing_set_6\1288.eml,0,5,0,1,0,0,0,2,0,0,2,0,0,7,0,0,16.87,57.83,20.48,3.61,1
phishing_set_6\1289.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.25,42.19,14.06,7.81,1
phishing_set_6\1290.eml,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,20.69,56.16,17.24,2.96,1
phishing_set_6\1291.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.74,52.17,21.74,4.35,1
phishing_set_6\1292.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.74,52.17,21.74,4.35,1
phishing_set_6\1293.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.08,38.46,21.54,12.31,1
phishing_set_6\1294.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,43.75,17.19,3.12,1
phishing_set_6\1295.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.43,56.63,18.07,1.2,1
phishing_set_6\1296.eml,0,4,0,0,0,0,0,2,1,0,2,0,0,3,0,0,19.48,54.55,18.18,2.6,1
phishing_set_6\1297.eml,3,5,0,1,0,0,0,4,0,0,1,0,0,1,0,0,16.13,51.61,21.51,6.45,1
phishing_set_6\1298.eml,0,7,0,2,0,0,0,0,0,0,2,0,0,0,0,0,18.67,52.0,26.67,1.33,1
phishing_set_6\1299.eml,2,10,0,1,0,0,0,0,1,0,2,0,1,1,0,0,19.39,45.92,25.51,7.14,1
phishing_set_6\1300.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.37,61.23,24.44,1.98,1
phishing_set_6\1301.eml,1,6,0,1,0,0,0,1,0,0,1,0,0,0,0,0,17.07,62.2,13.41,3.66,1
phishing_set_6\1302.eml,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22.41,56.9,17.24,0.0,1
phishing_set_6\1303.eml,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,21.03,57.95,13.33,2.56,1
phishing_set_6\1304.eml,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,21.03,57.95,13.33,2.56,1
phishing_set_6\1305.eml,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,21.03,57.95,13.33,2.56,1
phishing_set_6\1306.eml,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,21.03,57.95,13.33,2.56,1
phishing_set_6\1307.eml,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,21.29,57.43,14.85,2.97,1
phishing_set_6\1308.eml,1,8,0,1,0,0,0,0,0,0,1,0,1,0,0,0,20.48,53.01,13.25,8.43,1
phishing_set_6\1309.eml,3,6,1,0,0,0,0,0,0,0,2,0,0,0,0,0,17.0,53.0,19.0,4.0,1
phishing_set_6\1310.eml,0,11,0,0,0,1,0,1,0,0,3,0,0,0,0,0,19.15,53.19,23.4,2.13,1
phishing_set_6\1311.eml,2,4,0,1,0,0,1,3,0,0,3,1,0,1,0,1,20.0,56.19,17.14,2.86,1
phishing_set_6\1312.eml,1,6,0,0,0,0,0,5,0,0,2,0,0,3,0,1,21.59,48.86,21.59,2.27,1
phishing_set_6\1313.eml,0,8,0,1,0,0,0,1,1,1,1,0,3,1,0,1,21.54,50.0,18.46,4.62,1
phishing_set_6\1314.eml,1,5,0,1,0,0,0,3,0,0,2,0,0,1,1,1,13.68,54.74,20.0,4.21,1
phishing_set_6\1315.eml,1,5,0,1,0,0,0,3,0,0,2,0,0,1,1,1,13.68,54.74,20.0,4.21,1
phishing_set_6\1316.eml,1,4,0,1,0,0,1,3,0,0,3,1,0,1,0,1,18.63,50.98,23.53,2.94,1
phishing_set_6\1317.eml,0,7,0,4,0,0,1,3,0,1,4,2,1,1,0,0,22.58,51.08,17.2,3.23,1
phishing_set_6\1318.eml,0,7,0,4,0,0,1,3,0,1,4,2,1,1,0,0,22.58,51.08,17.2,3.23,1
phishing_set_6\1319.eml,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,21.63,57.21,14.9,2.88,1
phishing_set_6\1320.eml,0,8,0,0,0,0,0,6,1,2,4,1,1,2,0,0,21.18,55.29,15.29,4.71,1
phishing_set_6\1321.eml,0,1,0,1,0,0,0,3,0,0,2,0,0,6,0,0,19.05,55.56,20.63,3.17,1
phishing_set_6\1322.eml,1,8,0,1,0,0,0,0,0,0,1,0,1,0,0,0,20.48,53.01,13.25,8.43,1
phishing_set_6\1323.eml,0,1,0,1,0,0,0,2,0,0,1,1,0,0,0,0,15.28,52.78,27.78,2.78,1
phishing_set_6\1324.eml,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,2,18.37,63.27,12.24,0.0,1
phishing_set_6\1325.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.41,37.25,17.65,5.88,1
phishing_set_6\1326.eml,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,2,18.37,63.27,12.24,0.0,1
phishing_set_6\1327.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
phishing_set_6\1328.eml,1,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,20.99,51.85,13.58,8.64,1
phishing_set_6\1329.eml,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,18.59,57.29,19.1,3.02,1
phishing_set_6\1330.eml,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,19.23,48.9,26.37,2.2,1
phishing_set_6\1331.eml,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,21.18,55.17,16.26,3.45,1
phishing_set_6\1332.eml,0,2,0,0,0,0,0,1,3,0,1,0,0,1,0,0,21.33,45.33,29.33,2.67,1
phishing_set_6\1333.eml,0,3,0,2,0,0,0,1,0,0,3,1,1,0,0,0,23.97,51.24,21.49,1.65,1
phishing_set_6\1334.eml,2,10,0,1,0,0,0,0,1,0,2,0,1,1,0,0,19.39,45.92,25.51,7.14,1
phishing_set_6\1335.eml,2,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,17.39,55.43,14.13,8.7,1
phishing_set_6\1336.eml,0,9,0,4,0,0,1,5,1,1,4,2,1,1,0,0,21.93,51.34,17.11,4.28,1
phishing_set_6\1337.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.74,56.52,21.74,0.0,1
phishing_set_6\1338.eml,0,9,0,4,0,0,1,5,1,1,4,2,1,1,0,0,23.78,48.11,17.84,4.32,1
phishing_set_6\1339.eml,0,9,0,4,0,0,1,5,1,1,4,2,1,1,0,0,23.78,48.11,17.84,4.32,1
phishing_set_6\1340.eml,1,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,20.79,53.47,21.78,3.96,1
phishing_set_6\1341.eml,0,3,0,0,0,0,0,4,0,0,1,0,0,0,0,1,18.18,56.36,18.18,5.45,1
phishing_set_6\1342.eml,2,10,0,1,0,0,0,0,1,0,2,0,1,1,0,0,19.39,45.92,25.51,7.14,1
phishing_set_6\1343.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.87,49.06,18.87,7.55,1
phishing_set_6\1344.eml,0,1,0,1,0,0,0,2,0,0,1,1,0,0,0,0,15.28,52.78,27.78,2.78,1
phishing_set_6\1345.eml,2,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,17.39,55.43,14.13,8.7,1
phishing_set_6\1346.eml,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,21.29,57.43,14.85,2.97,1
phishing_set_6\1347.eml,0,0,0,0,0,0,0,2,0,0,1,0,0,2,3,0,20.37,55.56,18.52,3.7,1
phishing_set_6\1348.eml,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,26.67,38.33,28.33,6.67,1
phishing_set_6\1349.eml,2,9,0,0,0,0,0,1,0,0,1,1,0,1,0,1,16.04,54.72,23.58,4.72,1
phishing_set_6\1350.eml,3,14,0,1,0,0,0,0,0,1,2,0,0,0,0,0,15.86,55.17,22.76,4.14,1
phishing_set_6\1351.eml,2,9,0,0,0,0,0,1,0,0,1,1,0,1,0,1,16.04,54.72,23.58,4.72,1
phishing_set_6\1352.eml,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,22.37,46.05,26.32,5.26,1
phishing_set_6\1353.eml,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,27.14,37.14,17.14,12.86,1
phishing_set_6\1354.eml,0,7,0,2,0,0,0,0,0,0,2,0,0,0,0,0,18.99,51.9,26.58,1.27,1
phishing_set_6\1355.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20.61,58.02,14.5,3.05,1
phishing_set_6\1356.eml,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,20.11,55.98,16.85,3.8,1
phishing_set_6\1357.eml,1,13,0,4,0,0,0,7,2,1,2,0,3,0,0,0,21.05,54.25,19.43,2.43,1
phishing_set_6\1358.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,36.51,19.05,11.11,1
phishing_set_6\1359.eml,2,4,0,1,0,0,1,3,0,0,3,1,0,1,0,1,18.27,51.92,22.12,2.88,1
phishing_set_6\1360.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
phishing_set_6\1361.eml,10,12,0,0,0,0,0,2,0,0,2,1,0,0,0,0,16.52,60.87,15.65,3.48,1
phishing_set_6\1362.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
phishing_set_6\1363.eml,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,20.2,57.14,16.75,2.96,1
phishing_set_6\1364.eml,3,3,0,1,0,0,0,2,0,0,1,0,0,0,0,0,16.0,60.0,20.0,4.0,1
phishing_set_6\1365.eml,0,1,0,1,0,0,0,2,0,0,1,1,0,0,0,0,15.07,53.42,27.4,2.74,1
phishing_set_6\1366.eml,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23.53,47.06,20.59,8.82,1
phishing_set_6\1367.eml,0,1,0,1,0,0,0,2,0,0,1,1,0,0,0,0,15.49,56.34,23.94,2.82,1
phishing_set_6\1368.eml,2,7,0,1,0,0,0,0,1,0,2,0,0,1,0,0,18.29,43.9,28.05,7.32,1
phishing_set_6\1369.eml,1,8,0,1,0,0,0,0,0,0,1,0,1,0,0,0,20.48,53.01,13.25,8.43,1
phishing_set_6\1370.eml,1,8,0,1,0,0,0,0,0,0,1,0,1,0,0,0,20.48,53.01,13.25,8.43,1
phishing_set_6\1371.eml,2,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13.33,46.67,31.11,6.67,1
phishing_set_6\1372.eml,1,8,0,2,0,0,1,4,3,0,4,2,0,1,0,0,21.03,56.09,14.76,2.95,1
phishing_set_6\1373.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.63,41.27,19.05,9.52,1
phishing_set_6\1374.eml,1,8,0,2,0,0,1,4,3,0,4,2,0,1,0,0,21.03,56.09,14.76,2.95,1
phishing_set_6\1375.eml,1,8,0,2,0,0,1,4,3,0,4,2,0,1,0,0,21.03,56.09,14.76,2.95,1
phishing_set_6\1376.eml,1,8,0,2,0,0,1,4,3,0,4,2,0,1,0,0,21.03,56.09,14.76,2.95,1
phishing_set_6\1377.eml,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,2,17.54,66.67,10.53,0.0,1
phishing_set_6\1378.eml,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,19.6,56.28,18.59,3.02,1
phishing_set_6\1379.eml,3,9,0,1,0,0,0,6,0,1,2,3,1,2,0,0,20.92,53.59,18.95,5.88,1
phishing_set_6\1380.eml,2,10,0,0,0,0,0,1,0,0,0,1,0,0,3,0,11.96,59.78,21.74,3.26,1
phishing_set_6\1381.eml,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,0,19.23,57.69,20.51,1.28,1
phishing_set_6\1382.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20.71,53.54,20.2,3.03,1
phishing_set_6\1383.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.07,49.32,13.7,15.07,1
phishing_set_6\1384.eml,3,9,0,1,0,0,0,6,0,1,2,3,1,2,0,0,20.92,53.59,18.95,5.88,1
phishing_set_6\1385.eml,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,20.5,57.5,18.0,1.5,1
phishing_set_6\1386.eml,0,0,0,0,0,0,0,2,0,0,1,0,0,2,3,0,19.57,56.52,17.39,4.35,1
phishing_set_6\1387.eml,2,10,0,0,0,0,0,1,0,0,0,1,0,0,3,0,11.96,59.78,21.74,3.26,1
phishing_set_6\1388.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.37,30.61,20.41,16.33,1
phishing_set_6\1389.eml,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,23.33,46.67,21.67,3.33,1
phishing_set_6\1390.eml,0,7,0,2,0,0,0,0,0,0,2,0,0,0,0,0,18.67,52.0,26.67,1.33,1
phishing_set_6\1391.eml,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0,0,17.78,60.0,17.78,3.33,1
phishing_set_6\1392.eml,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,23.33,46.67,21.67,3.33,1
phishing_set_6\1393.eml,1,8,0,2,0,0,1,4,3,0,4,2,0,1,0,0,21.03,56.09,14.76,2.95,1
phishing_set_6\1394.eml,1,3,0,3,0,0,0,3,2,0,1,0,0,2,0,1,23.93,51.28,17.95,3.42,1
phishing_set_6\1395.eml,1,8,0,2,0,0,1,4,3,0,4,2,0,1,0,0,21.03,56.09,14.76,2.95,1
phishing_set_6\1396.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20.93,55.35,18.6,2.79,1
phishing_set_6\1397.eml,0,7,0,2,0,0,0,0,0,0,2,0,0,0,0,0,18.67,52.0,26.67,1.33,1
phishing_set_6\1398.eml,1,5,0,0,0,0,0,3,0,1,2,0,1,0,0,0,22.94,53.21,18.35,3.67,1
phishing_set_6\1399.eml,1,5,0,1,0,0,0,3,0,0,2,0,0,1,1,1,16.48,56.04,17.58,4.4,1
phishing_set_6\1400.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21.74,52.17,18.84,2.9,1
phishing_set_6\1401.eml,4,4,0,2,0,0,0,1,1,0,2,0,0,0,0,1,16.87,45.78,27.71,7.23,1
phishing_set_6\1402.eml,0,7,0,2,0,0,0,0,0,0,2,0,0,0,0,0,18.67,52.0,26.67,1.33,1
phishing_set_6\1403.eml,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,7.69,69.23,23.08,0.0,1
phishing_set_6\1404.eml,1,6,0,0,0,0,0,2,1,0,3,1,0,0,0,0,24.86,52.54,17.51,3.39,1
phishing_set_6\1405.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.16,43.21,12.35,9.88,1
phishing_set_6\1406.eml,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,7.69,69.23,23.08,0.0,1
phishing_set_6\1407.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
phishing_set_6\1408.eml,0,7,0,2,0,0,0,0,0,0,2,0,0,0,0,0,18.67,52.0,26.67,1.33,1
phishing_set_6\1409.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21.03,55.61,18.22,2.8,1
phishing_set_6\1410.eml,0,7,0,0,0,0,0,5,0,1,4,0,1,0,0,2,19.33,55.46,17.65,2.52,1
phishing_set_6\1411.eml,3,13,0,1,0,0,0,0,0,1,2,0,0,0,0,0,18.06,53.47,21.53,4.86,1
phishing_set_6\1412.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.42,33.96,18.87,16.98,1
phishing_set_6\1413.eml,0,7,0,0,0,0,0,5,0,1,4,0,1,0,0,2,19.33,55.46,17.65,2.52,1
phishing_set_6\1414.eml,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,7.69,69.23,23.08,0.0,1
phishing_set_6\1415.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.03,33.9,28.81,8.47,1
phishing_set_6\1416.eml,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10.0,55.0,20.0,0.0,1
phishing_set_6\1417.eml,0,4,0,1,0,0,0,0,1,0,1,0,0,0,0,2,16.13,62.9,12.9,0.0,1
phishing_set_6\1418.eml,0,2,0,0,0,0,0,1,2,0,1,0,0,0,0,0,27.42,45.16,22.58,3.23,1
phishing_set_6\1419.eml,0,5,0,2,0,0,0,5,3,0,0,0,0,0,0,0,23.42,54.05,19.82,0.9,1
phishing_set_6\1420.eml,4,10,0,2,0,0,0,2,1,0,2,0,0,1,0,1,15.0,51.67,26.67,5.0,1
phishing_set_6\1421.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.77,42.45,15.09,0.0,1
phishing_set_6\1422.eml,2,6,0,1,0,0,0,1,0,0,3,0,0,1,0,0,20.0,50.71,20.71,5.0,1
phishing_set_6\1423.eml,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,18.92,52.03,21.62,4.05,1
phishing_set_6\1424.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
phishing_set_6\1425.eml,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,20.59,55.88,16.18,3.43,1
phishing_set_6\1426.eml,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,20.59,55.88,16.18,3.43,1
phishing_set_6\1427.eml,2,7,0,2,0,0,0,8,0,2,2,0,0,4,0,0,15.49,63.38,14.79,3.52,1
phishing_set_6\1428.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,38.75,21.25,10.0,1
phishing_set_6\1429.eml,0,5,1,0,0,1,0,2,0,2,3,0,0,1,0,0,21.37,57.26,14.53,4.27,1
phishing_set_6\1430.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79,58.1,11.17,0.56,1
phishing_set_6\1431.eml,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,18.64,57.63,22.03,1.69,1
phishing_set_6\1432.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0,40.0,14.0,8.0,1
phishing_set_6\1433.eml,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,17.65,60.78,17.65,1.96,1
phishing_set_6\1434.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
